Page URL,Page Title,ILR,Raw ILR,Unique Pageviews,Crawl Depth,HTTP Status Code,"Page (HTML) Load Time, sec",Schema.org (Microdata),Schema.org (JSON-LD),Open Graph,Twitter Cards,Microformats,Canonicalization,In sitemap,Incoming Internal Links,Outgoing Internal Links,Outgoing External Links,AMP link,Hreflang Links,Hreflang Issues,JS and CSS Number,"JS and CSS Size, KB",Issues,Description,Blocked AI search bots
https://headon.pro/glossar/javascript,JavaScript - Glossar | HEADON.pro,44,0.004418393865119262,n/a,2,200,0.203,0,1,1,1,0,Self-canonical,1,4,19,0,0,-,-,17,0,18,was ist javascript? javascript ist die standard-programmiersprache des webs für interaktive benutzeroberflächen. ✓ umfassende erklärung ✓ vorteile ✓ verwandte…,
https://headon.pro/glossar/json,JSON (JavaScript Object Notation) - Glossar | HEADON.pro,17,0.004190420885594934,n/a,2,200,0.197,0,1,1,1,0,Self-canonical,1,2,19,0,0,-,-,17,0,18,was ist json (javascript object notation)? json ist ein leichtgewichtiges datenformat für den austausch strukturierter daten zwischen systemen. ✓ umfassende…,
https://headon.pro/glossar/json-ld,,-,0.003900230655342509,n/a,3,404,0.145,0,0,0,0,0,-,0,1,0,0,0,-,-,0,0,1,-,
https://headon.pro/glossar/kanban,,-,0.003900050496937809,n/a,3,404,0.16,0,0,0,0,0,-,0,1,0,0,0,-,-,0,0,1,-,
https://headon.pro/glossar/lean-startup,,-,0.003906462898330763,n/a,3,404,0.142,0,0,0,0,0,-,0,1,0,0,0,-,-,0,0,1,-,
https://headon.pro/glossar/mobile-app,Mobile App - Glossar | HEADON.pro,43,0.004417730168087057,n/a,2,200,0.115,0,1,1,1,0,Self-canonical,1,4,19,0,0,-,-,17,0,18,"was ist mobile app? eine mobile app ist eine softwareanwendung, die speziell für mobile geräte wie smartphones und tablets entwickelt wurde. ✓ umfassende…",
https://headon.pro/glossar/mobile-first,Mobile-First - Glossar | HEADON.pro,21,0.0041934805326298554,n/a,2,200,0.117,0,1,1,1,0,Self-canonical,1,2,19,0,0,-,-,17,0,19,"was ist mobile-first? mobile-first ist ein design-ansatz, bei dem zuerst für mobile geräte und dann für desktop designed wird. ✓ umfassende erklärung ✓…",
https://headon.pro/glossar/mockup,Mockup - Glossar | HEADON.pro,19,0.004190608587632315,n/a,2,200,0.198,0,1,1,1,0,Self-canonical,1,2,19,0,0,-,-,17,0,18,"was ist mockup? ein mockup ist eine hochauflösende, statische visualisierung des finalen designs einer website oder app. ✓ umfassende erklärung ✓ vorteile ✓…",
https://headon.pro/glossar/mvp,MVP (Minimum Viable Product) - Glossar | HEADON.pro,46,0.004421263685629837,n/a,2,200,0.201,0,1,1,1,0,Self-canonical,1,4,19,0,0,-,-,17,0,19,"was ist mvp (minimum viable product)? ein mvp ist die einfachste version eines produkts mit nur den kern-features, um schnell nutzer-feedback zu erhalten. ✓…",
https://headon.pro/glossar/native-app,,-,0.003903295579267361,n/a,3,404,0.151,0,0,0,0,0,-,0,1,0,0,0,-,-,0,0,1,-,
https://headon.pro/glossar/nextjs,Next.js - Glossar | HEADON.pro,60,0.004665327534153793,n/a,2,200,0.196,0,1,1,1,0,Self-canonical,1,6,19,0,0,-,-,17,0,18,was ist next.js? next.js ist ein react-framework für produktionsreife web-anwendungen mit server-side rendering und static site generation. ✓ umfassende…,
https://headon.pro/glossar/nodejs,Node.js - Glossar | HEADON.pro,33,0.004312068500721316,n/a,2,200,0.11,0,1,1,1,0,Self-canonical,1,3,19,0,0,-,-,17,0,18,was ist node.js? node.js ist eine javascript-laufzeitumgebung für die serverseitige entwicklung mit javascript. ✓ umfassende erklärung ✓ vorteile ✓ verwandte…,
https://headon.pro/glossar/offline-first,,-,0.0039032145367312544,n/a,3,404,0.133,0,0,0,0,0,-,0,1,0,0,0,-,-,0,0,1,-,
https://headon.pro/glossar/orm,,-,0.003900053501110054,n/a,3,404,0.144,0,0,0,0,0,-,0,1,0,0,0,-,-,0,0,1,-,
https://headon.pro/glossar/performance-optimization,,-,0.003900230655342509,n/a,3,404,0.123,0,0,0,0,0,-,0,1,0,0,0,-,-,0,0,1,-,
https://headon.pro/glossar/progressive-enhancement,,-,0.003900238383879379,n/a,3,404,0.141,0,0,0,0,0,-,0,1,0,0,0,-,-,0,0,1,-,
https://headon.pro/glossar/prototyping,Prototyping - Glossar | HEADON.pro,56,0.004552970127555582,n/a,2,200,0.108,0,1,1,1,0,Self-canonical,1,5,19,0,0,-,-,17,0,18,"was ist prototyping? prototyping ist die erstellung eines interaktiven modells einer anwendung, um design und funktionalität zu testen. ✓ umfassende erklärung…",
https://headon.pro/glossar/pwa,Progressive Web App (PWA) - Glossar | HEADON.pro,27,0.004302586010333371,n/a,2,200,0.198,0,1,1,1,0,Self-canonical,1,3,19,0,0,-,-,17,0,20,"was ist progressive web app (pwa)? pwas sind webanwendungen, die app-ähnliche features wie offline-funktionalität und push-notifications bieten. ✓ umfassende…",
https://headon.pro/glossar/react,React - Glossar | HEADON.pro,68,0.00477766434919354,n/a,2,200,0.108,0,1,1,1,0,Self-canonical,1,7,19,0,0,-,-,17,0,18,"was ist react? react ist eine javascript-bibliothek für den aufbau von benutzeroberflächen, entwickelt von meta (facebook). ✓ umfassende erklärung ✓ vorteile ✓…",
https://headon.pro/glossar/react-native,React Native - Glossar | HEADON.pro,30,0.004305460510238519,n/a,2,200,0.202,0,1,1,1,0,Self-canonical,1,3,19,0,0,-,-,17,0,18,was ist react native? react native ist ein framework für die plattformübergreifende entwicklung nativer mobile apps mit javascript. ✓ umfassende erklärung ✓…,
https://headon.pro/glossar/responsive-design,Responsive Design - Glossar | HEADON.pro,53,0.00454301662652521,n/a,2,200,0.109,0,1,1,1,0,Self-canonical,1,5,19,0,0,-,-,17,0,18,"was ist responsive design? responsive design sorgt dafür, dass websites auf allen geräten - vom smartphone bis zum desktop - optimal dargestellt werden. ✓…",
https://headon.pro/glossar/rest-api,REST API - Glossar | HEADON.pro,47,0.004430955154594193,n/a,2,200,0.197,0,1,1,1,0,Self-canonical,1,4,19,0,0,-,-,17,0,18,"was ist rest api? rest (representational state transfer) ist ein architekturstil für web-apis, der auf http-standard-methoden basiert. ✓ umfassende erklärung ✓…",
https://headon.pro/glossar/rich-snippets,,-,0.003900230655342509,n/a,3,404,0.143,0,0,0,0,0,-,0,1,0,0,0,-,-,0,0,1,-,
https://headon.pro/glossar/scrum,Scrum - Glossar | HEADON.pro,14,0.004186888385456206,n/a,2,200,0.107,0,1,1,1,0,Self-canonical,1,2,19,0,0,-,-,17,0,19,"was ist scrum? scrum ist ein agiles framework für projektmanagement mit festen rollen, ereignissen und artefakten. ✓ umfassende erklärung ✓ vorteile ✓…",
https://headon.pro/glossar/seo,SEO (Search Engine Optimization) - Glossar | HEADON.pro,52,0.004533992228503514,n/a,2,200,0.107,0,1,1,1,0,Self-canonical,1,5,19,0,0,-,-,17,0,18,was ist seo (search engine optimization)? seo umfasst alle maßnahmen zur verbesserung der sichtbarkeit einer website in suchmaschinen-ergebnissen. ✓ umfassende…,
https://headon.pro/glossar/service-worker,,-,0.0039032145367312544,n/a,3,404,0.145,0,0,0,0,0,-,0,1,0,0,0,-,-,0,0,1,-,
https://headon.pro/glossar/spa,Single Page Application (SPA) - Glossar | HEADON.pro,23,0.0041999012399404675,n/a,2,200,0.108,0,1,1,1,0,Self-canonical,1,2,19,0,0,-,-,17,0,18,"was ist single page application (spa)? eine spa ist eine webanwendung, die nur eine html-seite lädt und inhalte dynamisch per javascript aktualisiert. ✓…",
https://headon.pro/glossar/sprint,,-,0.003903206336877548,n/a,3,404,0.144,0,0,0,0,0,-,0,1,0,0,0,-,-,0,0,1,-,
https://headon.pro/glossar/sql,SQL (Structured Query Language) - Glossar | HEADON.pro,16,0.004186986181469242,n/a,2,200,0.202,0,1,1,1,0,Self-canonical,1,2,19,0,0,-,-,17,0,19,"was ist sql (structured query language)? sql ist die standard-abfragesprache für relationale datenbanken zum lesen, schreiben und verwalten von daten. ✓…",
https://headon.pro/glossar/ssg,,-,0.0039003340944134624,n/a,3,404,0.143,0,0,0,0,0,-,0,1,0,0,0,-,-,0,0,1,-,
https://headon.pro/glossar/ssr,Server-Side Rendering (SSR) - Glossar | HEADON.pro,22,0.004196833187041398,n/a,2,200,0.114,0,1,1,1,0,Self-canonical,1,2,19,0,0,-,-,17,0,19,was ist server-side rendering (ssr)? ssr generiert html auf dem server statt im browser für bessere seo und schnellere initiale ladezeiten. ✓ umfassende…,
https://headon.pro/glossar/structured-data,Strukturierte Daten (Schema.org) - Glossar | HEADON.pro,20,0.004193225051979935,n/a,2,200,0.111,0,1,1,1,0,Self-canonical,1,2,19,0,0,-,-,17,0,20,"was ist strukturierte daten (schema.org)? strukturierte daten helfen suchmaschinen, inhalte besser zu verstehen und ermöglichen rich snippets in…",
https://headon.pro/glossar/tailwind,Tailwind CSS - Glossar | HEADON.pro,15,0.004186983613334587,n/a,2,200,0.197,0,1,1,1,0,Self-canonical,1,2,19,0,0,-,-,17,0,18,"was ist tailwind css? tailwind css ist ein utility-first css-framework für schnelles, flexibles und wartbares styling. ✓ umfassende erklärung ✓ vorteile ✓…",
https://headon.pro/glossar/typescript,TypeScript - Glossar | HEADON.pro,48,0.004434282684914901,n/a,2,200,0.196,0,1,1,1,0,Self-canonical,1,4,19,0,0,-,-,17,0,18,"was ist typescript? typescript ist eine typisierte erweiterung von javascript, die fehler bereits während der entwicklung aufdeckt. ✓ umfassende erklärung ✓…",
